Category,BodyPart,Type of Muscle,Level,Title,Desc,Type,Equipment,Workout,Sets,Reps per Set,Rating,RatingDesc,Goal
Gym,Chest,Upper Chest,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Fly - Gethin Variation,"The incline dumbbell chest fly is an upper body isolation exercise targeting the upper chest and is typically used with aesthetic goals in mind. It will require less weight than an incline press, which makes it a great hypertrophy exercise with high reps.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell bench press-,"The dumbbell bench press is a mainstay of lifters worldwide. It's a classic move for building a bigger, stronger chest and triceps. It's often placed first in mass-building chest workouts, but can also be utilized as an accessory movement for the barbell bench press in strength training. It can be performed in lower strength-focused rep ranges, or for higher reps to build muscle.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Decline dumbbell fly and press,"The decline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the lower pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline dumbbell fly and press,"The incline dumbbell fly and press is a dumbbell complex that targets the chest muscles, particularly the upper pecs. By alternating the single-joint fly with the multijoint press, you get the benefits of both and put serious stress on the chest muscles even with relatively light weight. Because the fly will be the limiting factor in weight selection, this pairing is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm decline dumbbell bench press,"The single-arm decline dumbbell bench press is an upper-body exercise targeting the pectoral muscles, particularly the lower pecs. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Single-arm incline dumbbell bench press,"The single-arm incline dumbbell bench press is an upper-body exercise targeting the pectoral muscles. Because balance can be an issue, this press variation is usually performed with lighter weight for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or chest-focused training.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Incline Dumbbell Press - Gethin Variation,The incline dumbbell bench press is an upper body exercise targeting the upper pectoral muscles.,Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Chest flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Chest Isolation,Intermediate,Dumbbell Chest Press - Gethin Variation,"The dumbbell bench press is a mainstay of workout enthusiasts worldwide. It’s a classic move for building a bigger, stronger chest. As such, it’s often placed first in mass-building chest workouts.",Strength,Dumbbell,Dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Incline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Incline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Upper Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Incline dumbbell flyes,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Decline dumbbell press,3-4,8-12,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Decline cable crossovers,3-4,10-15,,,Gain Muscle
Gym,Chest,Lower Chest,Intermediate,Dumbbell Floor Press - Gethin Variation,"The dumbbell floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to build strength in the top portion of the lift and work on strengthening the shoulder stabilizers.",Strength,Dumbbell,Decline dumbbell flyes,3-4,10-15,,,Gain Muscle
